puu_id,region,server,range,league_points,wins,losses,winrate_%,matches_month
fz7cCmUgSLGbZMkekhG8SvhOSXPUj9BOfCL8aLxXuWgn2PXpEaKeXV-9qUiog20uRujssEbSamy3VQ,europe,EUW1,GRANDMASTER,1476,537,404,57.07,941
GNsT1toXEZBz4a8qkmtIElnMrJqoI0i-nBczAZfDJlQfVgtRCPLhncNtYzwTDQLf-BWUftRtRvxr5A,europe,EUW1,GRANDMASTER,1473,556,513,52.01,1069
OfDdmBEeEKbT0SsvAqPTZAqAfhe9UzE7mbwRzmJwXU4zUgQlZbUyNe7jfe2NxIbI7pndUqQ9Dvqgug,europe,EUW1,GRANDMASTER,1468,513,463,52.56,976
Lpl9WTuCjU3Oqx6k33FyhYm2qRdh1X0LjrMKfY96ruhN5UseoZPNo2sIrne-UHRZCYnHmqHL9-VjBw,europe,EUW1,GRANDMASTER,1467,572,538,51.53,1110
UCa9_4xnoG-VMQ_FwdRqNZq3rLM2U8L4QSCeu4OZQAcsbctaKNtWJAmdgHyO21MLA8HqajHGTyerOw,europe,EUW1,GRANDMASTER,1466,671,617,52.1,1288
TEHRFznDzi54Bc4RwNHGN8q8TIVup7svQDVIaCbkG-2BRihHrz-2k6DViaSVX2krltx1ah0f9bBMEA,europe,EUW1,GRANDMASTER,1462,731,696,51.23,1427
B30ZiBYk-Ltbny7Xh7ZAF_2i_Ajrr20iwBNN_FnNWmfq7zkuN75oRx-ecQ0sBmSE1g9TaWSHgkZt0Q,europe,EUW1,GRANDMASTER,1455,532,514,50.86,1046
RO5abP1NchQWu5bzfYUbYkwtMFR8iNLkDYvyQ2TwFg80K3wxOqBeiUji6IeeioE37PSLFxMhgb_pGw,europe,EUW1,GRANDMASTER,1454,556,549,50.32,1105
CHY9te_MQBc80V0ywD_B2_WomPZLwrHxrst6cFHMxdEvU9_Fd_7JRY8rLl__aYy-bLBuEBIU_TIYjg,europe,EUW1,GRANDMASTER,1453,705,643,52.3,1348
b51-RJp01qXxDnQRUxVqMF57HfRVBrG390EWDDkSpSx7rviB0cCa2yzbAzErIV-VSCeYSIVq-qoW9A,europe,EUW1,GRANDMASTER,1449,722,683,51.39,1405
0NH-LLoMQPx6YJU8fm_BuYBdR_BdFkxCuy1q3iduBOju-otgWx_WFHzj4OzyivFp-VJ5iafKh2rVng,europe,EUW1,GRANDMASTER,1440,514,453,53.15,967
sYNIwmt4K_JVgSHT55hHr0hIokIGerI_BnY7vNSBYN_N23D6rQ-125MHKxnBHF0SPdOn-rSFFrVKTg,europe,EUW1,GRANDMASTER,1436,762,759,50.1,1521
R-83K1Rk0PwkAlrjjiroOo3mF2ekhpdWk1nMk8jOiDlS1PwMjI2tIHpf1oNo-XXELuacusLOnGCUAw,europe,EUW1,GRANDMASTER,1435,566,563,50.13,1129
h5_etuoDRgRVlLD5vkW9VssQ3iYTPuLYtqOgw61cj7ax21GazJLY23pVdMNlj8oQaqbnTwtcLjI3sg,europe,EUW1,GRANDMASTER,1432,662,657,50.19,1319
hJrGfm-f9i0TnLzGKwBb20tM-MMkIK3Cbr7ndvhyJOKMwcv8AEkXuNHJzALKHLohi1B3D1mUwosx4A,europe,EUW1,GRANDMASTER,1430,915,860,51.55,1775
hZu2QORMjAL04WEE3aVk6okLXKbyejnAjVeIKF_du2E5SUHDdx84U7Zz33OkZFv_q6XcwM1vvn37Tw,europe,EUW1,GRANDMASTER,1422,573,515,52.67,1088
SkV3aV_cxdc3cFJqNWCtomcRMoR2yAVJsE2wYR4DE3h4vSKMXZGmCh0BbNOPAFt_T-XRo3OqXlGr6g,europe,EUW1,GRANDMASTER,1420,583,555,51.23,1138
tH_RC9fjK4kiziB4buTnGqR6DmMopcJgeEVApykd1peFysh7kPDe-VfAdmqB5s1ztphXX-XJvHdFig,europe,EUW1,GRANDMASTER,1418,554,527,51.25,1081
KXTlFytmg290MjYHy_df3XL2bYD7YJrAMNjvNmkipk5B9QLB4jIuKYOS94G403RlQI5Wc9PUWzI_hw,europe,EUW1,GRANDMASTER,1405,543,540,50.14,1083
qoBGphb8pfKhHQSNtb9KLgpmYTcz4FGCay-_MM6Be2z2j2FoJmRUkGtGtpatY2N1eAQeCkwnLFkTNg,europe,EUW1,GRANDMASTER,1402,628,600,51.14,1228
FRG6CiLnd-4q4NnoFUHahQptRk8Ap43OVJkVKXm-R_F1pp6Tsms4MTc6B4blIMuSN83XdcokcC2f2Q,europe,EUW1,GRANDMASTER,1399,661,581,53.22,1242
jat98WtnlKQbsUgzvx1j7rDUhsXZb1F1imQufAcoMEI3HhVYsfbZ4lbYZH-DmozYlO79Qjjo6ILxiw,europe,EUW1,GRANDMASTER,1399,586,556,51.31,1142
EpdGVF0lt_oI6_8vMu5tvQaeuwbrzKJwe6vAJ1IanOO3YOfk8Tt5WJL6_V-xK6hRK-OItlVeUrA_Yg,europe,EUW1,GRANDMASTER,1397,572,464,55.21,1036
odtH59ThCiWLoH3lwAPDVhMMwgtvumggoS0TDsS4-EIEGp9JH_wqIAORu9pWbekUgNquU3d43rInuw,europe,EUW1,GRANDMASTER,1384,524,460,53.25,984
vuq2bjZ9befLDzXlGzWJlDEukNqYi8zMQYB1KT-0Cq0t-nS_-XB0BNdTQm-s27y94tpC7MCZqtv1Eg,europe,EUW1,GRANDMASTER,1380,741,714,50.93,1455
uSCw5n2Id1ygShmaErAic9D_8RVvyampmqblSI_QBufmmR-VrV37KTAIVJb56CDX6hk28mpfiLI9Rw,europe,EUW1,GRANDMASTER,1378,527,493,51.67,1020
HTYKn1C2ZiN5Us4YVLdjpaRd0vTuiFQwB3XbezeagAhO6-4lathdAlK8vOv__ydiPTR2yduXY8tryg,europe,EUW1,GRANDMASTER,1366,527,487,51.97,1014
uX9sZB-6_M31QZX-Rn3HhyrG1XdcaAtRQWY7SLEkcLFyvUY4v0MdZk04vhbO44KG3VeJLS8m7bMBIA,europe,EUW1,GRANDMASTER,1361,595,538,52.52,1133
E6aFnV1AjPat5qGSqWJNod-bqPGt75BRw57rF3RCpUqvryQPrQ-k-GmJTgFoa0ng0F3ao52WYNFEOQ,europe,EUW1,GRANDMASTER,1360,558,518,51.86,1076
ePARAK6LYyGVlReYa61ThEWqfsRN-znAECoLLJ_PhrJaO93Q0sO4XkOxdF7fV1yzbTBS3WwMUtnl_Q,europe,EUW1,GRANDMASTER,1352,679,649,51.13,1328
RaVY9UBY1dIMzhFz3lUL-0F3f-QgYRPwHdFB65PMkO1W6wxd8XGHPN5Ac6wDfbNIkcm98TihlTNnag,europe,EUW1,GRANDMASTER,1346,534,436,55.05,970
NOZVEiDUcJ6X3TZ0QstYiOJgObWYELydJmTPP16dp5Zh5M87CPi7swHep6yYW9YAz2a0vzGAvrYevg,europe,EUW1,GRANDMASTER,1346,517,487,51.49,1004
Yf5Zjcfe6K24Lda8WiXGeQQ-v6DTgv8vrEwvMkOrNDR8Mpt0YZUs1YKssB4XYckNWBGbuW7B7w7Pow,europe,EUW1,GRANDMASTER,1339,559,501,52.74,1060
1ybPBf96foKBiljFEdvqKbDPghUQznJrjM2pZWhRfE1BYvJI4EC4Z1nxz9zoipUgQYSoHTKKIQ4_pw,europe,EUW1,GRANDMASTER,1333,808,786,50.69,1594
0AHWTzFGAYfEN38IhEotvtzW89rb7N1gTIYdCYeUmcdwXNW2xIie539QrBNIFlRz7crY0pLQtMp0Ig,europe,EUW1,GRANDMASTER,1333,728,724,50.14,1452
cP2I4SiO1ZOGMWqvndAISSvTH1k6KGpzEoe-IyQKgAAS8GuNGswy--f2197R482qSTcs-C9byoCIiw,europe,EUW1,GRANDMASTER,1333,647,581,52.69,1228
bUmy1ilU01NKnQ-Ma4V_vbXfICa330DSFQXPVTNDRXHe_He9nh-RGceTscjsfYI32sgX2oiPmCPBWQ,europe,EUW1,GRANDMASTER,1316,580,544,51.6,1124
i-ExJSbxyet3mAfC1Ra30GcnMYmxTScXw4LOv3RxmPd_9iNG1jQzFXiUS_x-iLY01Wscinf1dKn7pQ,europe,EUW1,GRANDMASTER,1315,513,402,56.07,915
Yf00o7J4qkT74CTX8N6ZC72pr6y0mbMdwxOy2Y6Z_0MqSOlRIyZGt_CDIVNSJ8e6_LeiLjnNBnaI9Q,europe,EUW1,GRANDMASTER,968,561,507,52.53,1068
BXgGQ8aP55aGR5JuxeHP-fg0xA0HdiVOn1MkejZYkkPMV1G0uEe8DYgqhiK5D5UUEQ3bscECXyA35g,europe,EUW1,GRANDMASTER,954,522,461,53.1,983
oI5J-e6VoQeP5oUu31vaPsw4XLyWzpsRN6SXuvkrhEJ2K8trWGYLLWd5vQf4QQHDufF6DB7C3Rj_eQ,europe,EUW1,GRANDMASTER,904,559,483,53.65,1042
Fj0lqP7jBV_z-joPynFPR9eioMmA1XsY1Q2Cl0yeJ8TheunTYrJsx_gNTTDHf5Qg4LVnq-ZUssAfLg,europe,EUW1,GRANDMASTER,900,588,523,52.93,1111
t4SX3ie9JyPJGjqb3EkT2WuJkWvuNkHMlnG0xqbGCDCuj-sLT1xxSn4Em-M497SlDeloxIQmKjeXkA,europe,EUW1,GRANDMASTER,646,537,483,52.65,1020
i1GRwp2bCC9AVxdb4hFKXfXve31PnEPfWFsi8YZ1rq5SKt9ITJnMwNMi0tpQj6A6gAy5cENkSxTYFw,europe,EUW1,GRANDMASTER,624,616,580,51.51,1196
LrAbPZBYFDRUTKnXc9x5XT59WHQlgLF0LN5Z7QpW8Govx5bZdEHvWu7xHibjwgH1XUx40sS_8VFYiw,europe,EUW1,MASTER,1400,508,438,53.7,946
mfOvvf5o8Z_LeeHYKurFfdnpciVBcTcrr-ciMzxBoG3Ppkl0zfyjCBS7gVwyS6-zk1DignqqozMVnQ,europe,EUW1,MASTER,1363,546,521,51.17,1067
IPfyoHzISA3U1uTjZz9UscgviuVXtJWn52LDbcqFImGOBXgULO0VrQZwf_QOyX0Jj3HMideJYppBqQ,europe,EUW1,MASTER,1348,517,471,52.33,988
FHWgIgCJShR2iXd0hP3hoANpniLCMvp9ksoo9p8aj74YVdF5jOSZpCG1Z5dof1fbvvf0YXbdKfvJJg,europe,EUW1,MASTER,1343,630,593,51.51,1223
L2viUUzMjj77mFJzONDIx5IYDf-qck6sIEzZRt_5AU21tar4tvU2dvuCaAAwRLBmQX8WWuzitePs1Q,europe,EUW1,MASTER,1307,729,663,52.37,1392
6VnBc_Nagb5Is-jlVylZOXX88MXNSzceW_wGqmVx0epkem95qn0fRxvahgEFpmKZFcA5_tWCAqm7QA,europe,EUW1,MASTER,1293,756,700,51.92,1456
cm-FncGnlEAqRcE5fEWmX80KaQuDH925uZEbN5YLWd3QA7vM0UipwN-u_7z4x6KC2zxT67aSIyqglg,europe,EUW1,MASTER,1285,578,544,51.52,1122
S3HaV0mfiNF6_QT6pxxo9iZz4ZT0YUSJgHrpMynFGssMWHEG2q9nFTWi8-JXum6RP2Tp4nDHjRRHWQ,europe,EUW1,MASTER,1283,616,530,53.75,1146
PCtlwKBABnY8QUQWgox1U5h5JBW5G2qXw_rurjYz2slVV0seftO7tpoo64JdtN589F60SBJ3YROX6g,europe,EUW1,MASTER,1278,564,539,51.13,1103
luvFZ15G0dV6BPAV52fFrUf2a8_EzcGKG3aso7wBSJi9UrxLB23be4AOAsH3lgmyMj8R6emEYlWaEA,europe,EUW1,MASTER,1271,525,491,51.67,1016
rGypyidBczMiiaHwtA69fTVl5HqhtuC4y_IPmvlyCBi0YmUMeVHPH2hs9txWRfq3flPz9mQBW4bSPA,europe,EUW1,MASTER,1270,642,582,52.45,1224
-54-qJjnj8oNz1_a7V5GdoJq7t1CZlIOt6ZSrgCKooZiCqLq2pbEJuGBgECfYK2ldRgweGcb249mzw,europe,EUW1,MASTER,1267,517,450,53.46,967
KYBoVlb_nQIxdjZ2lzAPFd0m9IpvD3Oltr955VCg84PVxXiaULNwkEHpCKXyWoMFo6hsmX8HAaA0wg,europe,EUW1,MASTER,1265,519,497,51.08,1016
VaT7HtuCAGLAdPhm3Vv6j55QAS2UPRv5XpLcw5N8RakMbd1fEeyLFfCFeFo3brMgMxEz5Jp2vgATYQ,europe,EUW1,MASTER,1263,607,567,51.7,1174
FiPc6OxyX28H5i3mWQlM1khhd8lg5TBWuastFQp44TENISwdeUwAdsMOWp0ay7MDGdYzfzqPyaM9dg,europe,EUW1,MASTER,1258,527,489,51.87,1016
2rAdf1b79nsm70_jIgLb8REJoamkkE6MWEwD9rcgb77ISjHOEx1facDug_-7ztX76iFS3OiqHCVRXA,europe,EUW1,MASTER,1254,598,500,54.46,1098
z96n3fiSVFO7XyGESQr0y-VwffyuZhNFdWQfY0AMFLX_BdHra8MjN-9JR90bAIsjhvhmzCGrxQmOQQ,europe,EUW1,MASTER,1253,533,488,52.2,1021
v8sMh8jq7uzHoNHnLcsXSSLlgjKd1KJ-mYnJlwE6hSe662d6x10CfvsV8wo1_34Dzh6Zv7P52XxoBg,europe,EUW1,MASTER,1250,570,574,49.83,1144
7nX--YnD9GuwuechNeyeZnVyKO4eGIceho28wHRE36ywc1hEqR0a9BUT2zwVg08M5SlJgHumnpoF8A,europe,EUW1,MASTER,1248,650,594,52.25,1244
LhE0vVi9YzGFHXaSLAXAeCYkFbXVKYeLgnhOOkmk9k0LOdbKRpoSxEZyVmAkHiD5v80mVrCO4lOq2A,europe,EUW1,MASTER,1244,552,481,53.44,1033
H8vV5UvcHWwo6nyFYlf3-6m9KwGSg_HnDu4rU4baZY7lEn5Aqeewkkbn_iOM5LGdJP5OU9ibxJXFMQ,europe,EUW1,MASTER,1239,537,489,52.34,1026
ZYaqUxKoX6LhvWZJTA5xBWKnzcQ0grDy60usBVd9M1yfdp2tBA_HxzWjGWBkvfthW9lgOd5oSWX4xQ,europe,EUW1,MASTER,1235,843,783,51.85,1626
rcQRcWAjDdLjUWTqhxGPp5Y4QNHiLsTA5QsKgI86gjdh0VqJrJ7zZMJlqKsbjUqSHR4kiifPAu5cHg,europe,EUW1,MASTER,1229,511,456,52.84,967
Gl8xnQhhw-qm9c-lgrlOFXb4GSocp4_tJAtdGNNYr4mV25xo1454bjpjOI5Nf5gHu3DXg6YoN7P_0A,europe,EUW1,MASTER,1225,700,679,50.76,1379
lvWKdDtKJPUu0VaQfVKLw_NvYvi156mLuM1vdsW4fGjQ6r1bQjorJmdk66J13PbykaU3zmmuCGzCpw,europe,EUW1,MASTER,1223,649,583,52.68,1232
8SM32W67fys3RaLbX3I3zwDdXWdrdYHAvC4ZMEUIuREj1iWTmexKIWBMqNInVdzGDB3FVZdT-Lxmbg,europe,EUW1,MASTER,1223,593,570,50.99,1163
F0NHx-SJ_W_LW-ddHYkSlrBNzKpvIsXkzGTLUEE-zjrwqxjK_FmOvJb9pxCpMc1QhnXXtVO6fBTh6w,europe,EUW1,MASTER,1222,533,476,52.82,1009
KYvgVMNyRhmTchwuKu2ACUd6tFqOJfu2TLC9R7dsuzPZAOW0pxky_Z63sUn9esRy7JLbwC8CpRuJ6A,europe,EUW1,MASTER,1218,638,592,51.87,1230
VVx9nVGhPy-_UO249nFO74A5ZSOluxBVtBMpqhDrVmjczJtMLdwyxeDhSKGMsEPLyFgV82k4lfe_mw,europe,EUW1,MASTER,1216,659,643,50.61,1302
7pCIrafx3glqMuDaZubZdkDnOIGu4mMEVaR5_Xbxvcyh9uLR2R8_3SXEMM8NYI0D3iH6sp2QpdmvOw,europe,EUW1,MASTER,1216,502,460,52.18,962
sZaplFpVE1tfOqrRza1o6E_ezpY3MHag4RD_OVgR7IZSy5O-Xf-HsD8xFVF-F-2K8a5w5QRsVJoT8A,europe,EUW1,MASTER,1207,533,510,51.1,1043
SNCp0Y5QpcS64_S_oKTD9DArX1dBJOevVVWGCDV65CVIQ-_682Wa7Gy6xs3OLkhgxdROY_dT6xL7wg,europe,EUW1,MASTER,1206,740,700,51.39,1440
r0w9dqRFXNCivKTA02mw4QN8UMQV0fsjlOBd9Se5AkWpFn8djbtaKfiQ4qkV0DGLmPR86JCDSsAeqA,europe,EUW1,MASTER,1203,763,757,50.2,1520
zhIg_AvfPyO8O4D-G3XHSQIobk-1zxDxD8kyF2ubLo0kRtfgkllvy7nD1JDnRmyfcwH1riA6K1b5bw,europe,EUW1,MASTER,1200,700,709,49.68,1409
1JTNSoK_729xNO_94zrcfEpKU4Yxry4db8OPznNw-V2FTElK0Lh1nWoR4h-bIHx7H-U6FakEuwMBzQ,europe,EUW1,MASTER,1198,631,589,51.72,1220
ivl32WDsnBmjSdNeLH2SgbRxhfjcCiSVKJ5LvxexSoHp_YepAviHMpvbXWvrwwoXrbEhusxptytn8g,europe,EUW1,MASTER,1197,520,469,52.58,989
6KJcDESiTVa6GmuJb4OPt69xIXz1WvBmjoIEfirEcPWqq5wclGCRYjZrOkIABJnuIuzP_RJwDN8fIw,europe,EUW1,MASTER,1184,532,470,53.09,1002
30RnKjp5S62sAc-io15cFynHyMxxfxl5ygtkV1BCySyxCG0dXaK_1Cliu0ZdlgRoyVFNYIzLOboxyw,europe,EUW1,MASTER,1182,542,510,51.52,1052
CZFQm293t352MzlUqtDfYdNxoeKm3ihwJB4pxXkzBOGgqyRi2A0676FgAvrUlH52uKSGa_M6ULHL5A,europe,EUW1,MASTER,1167,777,706,52.39,1483
AvohH_fvRtJKmG8fZwo1Lqk2kBNIbOgYf3_N2OwKaF_0wGtW3DJNOsBW6jq6_KZLAhFebcatYmcNPQ,europe,EUW1,MASTER,1164,609,574,51.48,1183
8Q8xuWi88zDvnMgeMhQFS1kpacF-6-pxDGpYInNthMeG1xAMWP-SjygJ-jSIoyYb9AupjjqlIxJoCQ,europe,EUW1,MASTER,1153,548,510,51.8,1058
9cMZNcJq6JoXHUAmJ-OGt19yS7AtDqomlVOTf2S9ZeubNjNnhsETCznjhVcLIRwzbHxu6ek2aHWuvA,europe,EUW1,MASTER,1148,542,493,52.37,1035
lKp_UW9MPkxO97m66mvhWD7FTDre-DMOASV-WaZRU5iZ1iP08iXzjMBFY9zrhxmUw26ifCPNyM13JQ,europe,EUW1,MASTER,1145,503,469,51.75,972
Hxc3giCpbiVQRNNN0TsOH93l-fbHFogcVwZdUAYg_E6OCOwR-P7rE1cezMjo3iPI84EbDzhQXkMzjw,europe,EUW1,MASTER,1137,575,526,52.23,1101
VVl_i5kpeilMKHfq_DvtSNH9lnvBy_eI0yukqFo63yMEBkj95vSMHLdHfg09YPjC3mTYXz3weJBKHQ,europe,EUW1,MASTER,1136,562,509,52.47,1071
eQteQtBggIH8zTAlHY-5EK3ch38dIAAFckRVKuJ1wVTqnoxvLDOZ_-TEsyXECsCB5KHkmQkZ3enF9w,europe,EUW1,MASTER,1132,531,470,53.05,1001
wwpF58_SutYf3rlqh7uwqw8Jai9z7lX3u2nrnFUaLQYi_ij0plaEgzS2hf6-QEnT5rgGih1vtISxhA,europe,EUW1,MASTER,1131,659,612,51.85,1271
WoDG6MgWpZHDEif3UCMKt4v3ZMn4XfdXx2W_2pUTK8_P1gWCzXlGk_ZsFDaP2Sv_IMtwzpxDD-UZmA,europe,EUW1,MASTER,1130,509,450,53.08,959
NQl4qNZENXid0XZUVFdZ3g3mIHF6dRX29AlefSzogzf8QzdhvGUJ1L7Jas92GQyI1M6fXpoUkn6EUA,europe,EUW1,MASTER,1113,568,519,52.25,1087
OuIxVWBNnTKGupv8tAgicNv_cCQRgV0QuWF-xmeHjPnXp47YqbwICwiTNjb0cY3Fc26am4x9ZV33xA,europe,EUW1,MASTER,1110,622,590,51.32,1212
8y-qyXiWZ2C7Mt7HeGp_McA6pIFMtzHq79byjFNgUBDucyegAWTvZMQ4PU_ie7Row2J32AeXMYEdgw,europe,EUW1,MASTER,1109,547,509,51.8,1056
1NsdVhgj9xrGW8bVEyTV4C4ZC1vdoWeWwmNSVRG5DJNJQHAQp__vonuWNpZHJiN6bGNQetZIrQFsdQ,europe,EUW1,MASTER,1107,528,512,50.77,1040
aoq5kWtIo9AfKqpyC9zX8RxLKIDGu0XcOUjxmIsioj-gRI5n_nAKd2XWDrafr8q98U39UbA5kRDNYw,europe,EUW1,MASTER,1107,502,429,53.92,931
7Mqt53ZHYLoSCSXuO7SLab39wxcP_Ax1iP7oxseHO1tJ3O1mXq7gZIQQN-AcY4XK795fZatii6rWWw,europe,EUW1,MASTER,1104,858,838,50.59,1696
cmfMy39O6NL1zK8ePuHnhva971n9tqA8DdpZ-F8KbwzupQUvVRzSkLLgCNebUddx8VurebWYTfupHw,europe,EUW1,MASTER,1103,656,650,50.23,1306
V9jEhJOHzBTM5Jgr9X0AhCtr-F2kgqN7lODbJVEWl8LZRPordLl9fGqNsRiJY5Ec-j_n7HaMywjVKg,europe,EUW1,MASTER,1095,522,447,53.87,969
iL7D8LU3INewjWZp_8EdSGOlqA3KkSF2Ztq4nbNyS0iWiyMTtca7jyG8bCkGDpCZ1Z6sRmK7_K2adQ,europe,EUW1,MASTER,1088,616,624,49.68,1240
KeOXj5ygv20pQzOBKtWQnJcAcawS2pY_jESAWMXg7Wctv2AWI9zmf1Nnbhnjf5__87bcxIG7IVgH5w,europe,EUW1,MASTER,1086,630,585,51.85,1215
wbQ7C8iD_APc6gBYyrf8LWurSFjLtub_7aJ_Z8Nm3C0qd9cgj4WVHDEkCfG8lYeJPtxYL7LfqQzTrg,europe,EUW1,MASTER,1084,547,517,51.41,1064
yHzKLWquAjmwo-JPMp4h21tRG8HdTXZqSrtoPapyJlAeX7tubVpzhnEwuSdsyS4O_zhgdVJJP-dGnQ,europe,EUW1,MASTER,1073,535,484,52.5,1019
bRAZ5PCH-y6qXVynqlmfhIjv3pX-eVDTm6MaRxlHtYMFCCYkr2G5gcmD7uymR_YEXfqUarYSnu0FjA,europe,EUW1,MASTER,1070,674,631,51.65,1305
zaG1izO3_fwqPCJQmYTLgQPlw5gvKV4sZ7yJhCO4dSjKAF5Ey3d92OBUMJ1c1U2T5ViK5-HJTebZWA,europe,EUW1,MASTER,1061,591,543,52.12,1134
LgECK4Rv0VXXKvGFpMmnnwyTwvXfdnB5P933syqoF2eqPBWRm-Omx1FOi16cp5XKFIgZEuE8BBj7Ew,europe,EUW1,MASTER,1053,603,545,52.53,1148
8yCs6p33-BGol-agMv7rUjR2Ob22VwddS50z_j62BsbIIUhpamnH99fiDT-D_7H922vAWA8bCJPFtw,europe,EUW1,MASTER,1051,594,580,50.6,1174
jrNvV1qLPlwFIyAz1llLIQaSf4KDKN5BLK05LtD3ygC5l71NGe944fXxiCxxBCUrFU2KVlRIYs5TDQ,europe,EUW1,MASTER,1051,569,547,50.99,1116
uiLqmiQezC_hHCVBv3koBWtMUwDQ928NGLm0Ng_cZ8mw6hnFKgMHRV9jyU8zPCbsOGeQOsTRScFfOA,europe,EUW1,MASTER,1043,540,492,52.33,1032
ViTojD0DoImG14fF0xLGQAT91QLIQoSLcNcBDwg5KItAZAzAFXhu6_GRREazSfQkf1xjaMIap2v0Lg,europe,EUW1,MASTER,1040,533,495,51.85,1028
j0VDetX2NYzGtto-qJcH76LuZVO18V5fZ7TCEDNqvCLd_8w9Idn23olX2j02R8M2s6lqXzbcPNLGtw,europe,EUW1,MASTER,1037,568,574,49.74,1142
isI1eJH88ivNo0CKq2_w6YwKBZcPndA_iHU2sVcAw9PNeDn1FDvgye5XKxEvaj3EOY4qw-pjAZzVWQ,europe,EUW1,MASTER,1037,546,491,52.65,1037
wiv4hUHR32MfpXRAa-3UWbfcGjZE4rhd431id5zy4fvGeQRwVELgBymXGjd6v_d_SP13m3g6hGyRtw,europe,EUW1,MASTER,1032,686,655,51.16,1341
i-d3uBECphLYUxjbVcwDUeMkm_s4YR3Rxfcr7NHc2SS_GoFiZB3-VYQHXGGmgQO25DkrcqWYCJHwoQ,europe,EUW1,MASTER,1032,548,537,50.51,1085
uVnXNq5GonBpvEBUvQiDamJeYivJ-bmySN-zLS8WJgcSM2BWBKdlKevmu7YryfeuzjygXCZcgGBD5A,europe,EUW1,MASTER,1029,565,519,52.12,1084
Ll3AAswdsJQayUtCAZs-oiK3b_Xb1p4wfu3Z610J-tNIX0OHuhYXttqG33y5C9x6a8dBasvTPHVQxA,europe,EUW1,MASTER,1026,535,488,52.3,1023
9JSXDMGhR3QfVRyViwcWE5IjJyfHAJWi53fxRZ4eCybzS0RiiZYKJ-IONkssxBM2s4kP-02SCF1cug,europe,EUW1,MASTER,1024,547,520,51.27,1067
dqQyDzZl8t46SgeWRm02GrJi48p1JBm_GNmYSHLXpqwShcwQ_vogN73hTH5aFodiqVbrLwEi7RLaZw,europe,EUW1,MASTER,1014,601,599,50.08,1200
0GmN38vQxjHiy-UIJg8SDAzO-Mb6o5PuWZwHs8gvgXkheM_9_i4lnvaP-EpJ1vCb8jkd5oZg430pBA,europe,EUW1,MASTER,1013,564,547,50.77,1111
EKDu7tVq9JoXqAIF8ZZ61xaxjuH1_TaS5Dr3Mws4qkRKSicTnVpDMqm55PaELREE9XYUBuoJx74gWQ,europe,EUW1,MASTER,1012,630,619,50.44,1249
PYpXrs0f2YZNnp9HGms7icz8fy9wzzQYbDBSipnX-MTjOU-fpDC3VXsUt4ALMdHjSg4bCZg0qRHCaQ,europe,EUW1,MASTER,1010,530,495,51.71,1025
xGV0nhoDrRytOdmPJ52IUiuXslpTdBmhNT4E6OzT0OwHpDKuTpf4_n15HuH1RMDG5w3fJJ8rlCqD6w,europe,EUW1,MASTER,1009,603,593,50.42,1196
Ig96qlVo-eOxP7J-nlr2T4G5PMPQnMfZ4UspIg6wDZdi5sDnhPXCZBYZ-0pbODthWZaSap9N69sO7w,europe,EUW1,MASTER,1007,501,498,50.15,999
s0rgRxQupIDEa7ETv8V3tQYD-MpBg6R3HgQj7WYFxycZSeBru__JaC-P8aWz1Tv5Fm6U7ezBCBb3sQ,europe,EUW1,MASTER,1005,721,717,50.14,1438
ERSN8e3MwAfxKZvTMzP66XBuULRsqK3I2zJAqMPHdREE2z37744bHnSPj_rMWPVciVxBbLWzG-58Fw,europe,EUW1,MASTER,1005,622,576,51.92,1198
ENoozXBBJ1EcE4BBxuUH5xfzC3WDKJ_CvalgY4736JbyHojEaHsBxx8sNgA1Jdu4tyiyudZ_MRXdgA,europe,EUW1,MASTER,1003,603,588,50.63,1191
InfpmMZW8kFm7uzQxYaJiWoleHUqilQDC2AT_auL2Pip4nE42JNZOBKqoy_Pmdo-AuK7YbBaqfkJkA,europe,EUW1,MASTER,1002,520,496,51.18,1016
SCa9j7N2M7ZSg6GoaQxl7bGE5Mjmuhvj8UbWCb2I6Y5ikFo0Ci2euC_lh0_VlIzlpVMKGEaxtz92Jw,europe,EUW1,MASTER,1001,517,520,49.86,1037
t2pHO_FoQzS-E1-1frQZfIkWmCaPcvtteXnJj0Ui-aHAc0D1GvHOpo8LClD5UqQZFvDGjdaz4IFKAA,europe,EUW1,MASTER,987,717,705,50.42,1422
z7skaQM-pqb5QvPC3RJpkk3NTc8oog39HzzdTmC0IUqNByVHA-O9mpQW6XTCe-vaTMsnK4H8aKoWFQ,europe,EUW1,MASTER,986,527,494,51.62,1021
bx3ooGu5kAiHhHGIFyX6GizL308qyVSCozMuOgLz_Q-VcorubbsrOGQJ49RH4w15Yj3tjHBbZwM4cg,europe,EUW1,MASTER,985,514,493,51.04,1007
-Acm6holAa2CASbz4ZZDbuQiPUUpZQCZ7eGAGtd8kEig7Ze7q6Y7ySR_O3p9D3NTJ2AJMTqXWoUGaA,europe,EUW1,MASTER,981,527,497,51.46,1024
Iaqw8yEJvY1L1Aq88lHFV5U_imVzsMRyJeDtc87HHR7Dtt7lnTvBADTbymdDw0wVW6bbs-5ZmKC_fg,europe,EUW1,MASTER,973,545,506,51.86,1051
TGbc6P3GbiIsZQcamZDHuafjVTzDWNx2R9hIRkU-MKf8xOV0Vwu8WFn8WUcYNBsawFXYMwjGY1Fe8Q,europe,EUW1,MASTER,971,535,524,50.52,1059
